#Bulken (Vangsvatnet), 62.5.0, Vannføring, time
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
2024-06-18 10:00:00Z;105,1481;0;3
2024-06-18 11:00:00Z;104,7203;0;3
2024-06-18 12:00:00Z;104,0714;0;3
2024-06-18 13:00:00Z;103,4412;0;3
2024-06-18 14:00:00Z;103,0675;0;3
2024-06-18 15:00:00Z;102,4572;0;3
2024-06-18 16:00:00Z;101,916;0;3
2024-06-18 17:00:00Z;101,4942;0;3
2024-06-18 18:00:00Z;101,09;0;3
2024-06-18 19:00:00Z;100,7034;0;3
2024-06-18 20:00:00Z;100,418;0;3
2024-06-18 21:00:00Z;100,1833;0;3
2024-06-18 22:00:00Z;100,1665;0;3
2024-06-18 23:00:00Z;100,2671;0;3
2024-06-19 00:00:00Z;100,2838;0;3
2024-06-19 01:00:00Z;100,2838;0;3
2024-06-19 02:00:00Z;100,2503;0;3
2024-06-19 03:00:00Z;100,0158;0;3
2024-06-19 04:00:00Z;99,73143;0;3
2024-06-19 05:00:00Z;99,3639;0;3
2024-06-19 06:00:00Z;99,06367;0;3
2024-06-19 07:00:00Z;98,64749;0;3
2024-06-19 08:00:00Z;98,08259;0;3
2024-06-19 09:00:00Z;97,78426;0;3
2024-06-19 10:00:00Z;97,04004;0;3
2024-06-19 11:00:00Z;96,62766;0;3
2024-06-19 12:00:00Z;95,95322;0;3
2024-06-19 13:00:00Z;95,51012;0;3
2024-06-19 14:00:00Z;95,06824;0;3
2024-06-19 15:00:00Z;94,35007;0;3
2024-06-19 16:00:00Z;93,69917;0;3
2024-06-19 17:00:00Z;93,16379;0;3
2024-06-19 18:00:00Z;92,64603;0;3
2024-06-19 19:00:00Z;92,14568;0;3
2024-06-19 20:00:00Z;91,72704;0;3
2024-06-19 21:00:00Z;91,24509;0;3
2024-06-19 22:00:00Z;90,82835;0;3
2024-06-19 23:00:00Z;90,36455;0;3
2024-06-20 00:00:00Z;90,06126;0;3
2024-06-20 01:00:00Z;89,69481;0;3
2024-06-20 02:00:00Z;89,29728;0;3
2024-06-20 03:00:00Z;88,78968;0;3
2024-06-20 04:00:00Z;88,18856;0;3
2024-06-20 05:00:00Z;87,65231;0;3
2024-06-20 06:00:00Z;87,05477;0;3
2024-06-20 07:00:00Z;86,50613;0;3
2024-06-20 08:00:00Z;85,77202;0;3
2024-06-20 09:00:00Z;84,93195;0;3
2024-06-20 10:00:00Z;84,1883;0;3
2024-06-20 11:00:00Z;83,55555;0;3
2024-06-20 12:00:00Z;82,95571;0;3
2024-06-20 13:00:00Z;82,44972;0;3
2024-06-20 14:00:00Z;81,94527;0;3
2024-06-20 15:00:00Z;81,33578;0;3
2024-06-20 16:00:00Z;80,63734;0;3
2024-06-20 17:00:00Z;80,04722;0;3
2024-06-20 18:00:00Z;79,63991;0;3
2024-06-20 19:00:00Z;79,17355;0;3
2024-06-20 20:00:00Z;78,70837;0;3
2024-06-20 21:00:00Z;78,31922;0;3
2024-06-20 22:00:00Z;77,84158;0;3
2024-06-20 23:00:00Z;77,29087;0;3
2024-06-21 00:00:00Z;76,90491;0;3
2024-06-21 01:00:00Z;76,54951;0;3
2024-06-21 02:00:00Z;76,19487;0;3
2024-06-21 03:00:00Z;75,8263;0;3
2024-06-21 04:00:00Z;75,38509;0;3
2024-06-21 05:00:00Z;75,00364;0;3
2024-06-21 06:00:00Z;74,56463;0;3
2024-06-21 07:00:00Z;74,18513;0;3
2024-06-21 08:00:00Z;73,74834;0;3
2024-06-21 09:00:00Z;73,35631;0;3
2024-06-21 10:00:00Z;72,80622;0;3
2024-06-21 11:00:00Z;72,22916;0;3
2024-06-21 12:00:00Z;71,65423;0;3
2024-06-21 13:00:00Z;71,08143;0;3
2024-06-21 14:00:00Z;70,51074;0;3
2024-06-21 15:00:00Z;69,95634;0;3
2024-06-21 16:00:00Z;69,48881;0;3
2024-06-21 17:00:00Z;69,03687;0;3
2024-06-21 18:00:00Z;68,5863;0;3
2024-06-21 19:00:00Z;68,16507;0;3
2024-06-21 20:00:00Z;67,91288;0;3
2024-06-21 21:00:00Z;67,70309;0;3
2024-06-21 22:00:00Z;67,57735;0;3
2024-06-21 23:00:00Z;67,47964;0;3
2024-06-22 00:00:00Z;67,45174;0;3
2024-06-22 01:00:00Z;67,382;0;3
2024-06-22 02:00:00Z;67,43779;0;3
2024-06-22 03:00:00Z;67,382;0;3
2024-06-22 04:00:00Z;67,43779;0;3
2024-06-22 05:00:00Z;67,35412;0;3
2024-06-22 06:00:00Z;67,25656;0;3
2024-06-22 07:00:00Z;67,22869;0;3
2024-06-22 08:00:00Z;67,11732;0;3
2024-06-22 09:00:00Z;66,90871;0;3
2024-06-22 10:00:00Z;66,68649;0;3
2024-06-22 11:00:00Z;66,46463;0;3
2024-06-22 12:00:00Z;66,24311;0;3
2024-06-22 13:00:00Z;66,02193;0;3
2024-06-22 14:00:00Z;65,80108;0;3
2024-06-22 15:00:00Z;65,56685;0;3
2024-06-22 16:00:00Z;65,26425;0;3
2024-06-22 17:00:00Z;65,03085;0;3
2024-06-22 18:00:00Z;64,81155;0;3
2024-06-22 19:00:00Z;64,5926;0;3
2024-06-22 20:00:00Z;64,40126;0;3
2024-06-22 21:00:00Z;64,37394;0;3
2024-06-22 22:00:00Z;64,3603;0;3
2024-06-22 23:00:00Z;64,30571;0;3
2024-06-23 00:00:00Z;64,45589;0;3
2024-06-23 01:00:00Z;64,4832;0;3
2024-06-23 02:00:00Z;64,49686;0;3
2024-06-23 03:00:00Z;64,59256;0;3
2024-06-23 04:00:00Z;64,72941;0;3
2024-06-23 05:00:00Z;65,01716;0;3
