#Evangervatn, 62.115.0, Vannstand, time
Tidspunkt;Vannstand (m);Korrigert;Kontrollert
2024-08-09 19:00:00Z;8,92623;0;3
2024-08-09 20:00:00Z;8,971086;0;3
2024-08-09 21:00:00Z;9,014703;0;3
2024-08-09 22:00:00Z;9,054552;0;3
2024-08-09 23:00:00Z;9,084404;0;3
2024-08-10 00:00:00Z;9,109653;0;3
2024-08-10 01:00:00Z;9,139928;0;3
2024-08-10 02:00:00Z;9,183468;0;3
2024-08-10 03:00:00Z;9,238253;0;3
2024-08-10 04:00:00Z;9,29987;0;3
2024-08-10 05:00:00Z;9,353577;0;3
2024-08-10 06:00:00Z;9,399082;0;3
2024-08-10 07:00:00Z;9,457773;0;3
2024-08-10 08:00:00Z;9,535332;0;3
2024-08-10 09:00:00Z;9,625283;0;3
2024-08-10 10:00:00Z;9,733438;0;3
2024-08-10 11:00:00Z;9,837874;0;3
2024-08-10 12:00:00Z;9,930037;0;3
2024-08-10 13:00:00Z;10,00021;0;3
2024-08-10 14:00:00Z;10,05367;0;3
2024-08-10 15:00:00Z;10,09078;0;3
2024-08-10 16:00:00Z;10,12402;0;3
2024-08-10 17:00:00Z;10,15929;0;3
2024-08-10 18:00:00Z;10,21083;0;3
2024-08-10 19:00:00Z;10,27921;0;3
2024-08-10 20:00:00Z;10,33932;0;3
2024-08-10 21:00:00Z;10,39983;0;3
2024-08-10 22:00:00Z;10,4603;0;3
2024-08-10 23:00:00Z;10,49001;0;3
2024-08-11 00:00:00Z;10,49488;0;3
2024-08-11 01:00:00Z;10,48226;0;3
2024-08-11 02:00:00Z;10,45602;0;3
2024-08-11 03:00:00Z;10,42302;0;3
2024-08-11 04:00:00Z;10,39539;0;3
2024-08-11 05:00:00Z;10,37163;0;3
2024-08-11 06:00:00Z;10,35176;0;3
2024-08-11 07:00:00Z;10,33213;0;3
2024-08-11 08:00:00Z;10,31801;0;3
2024-08-11 09:00:00Z;10,29789;0;3
2024-08-11 10:00:00Z;10,27076;0;3
2024-08-11 11:00:00Z;10,24639;0;3
2024-08-11 12:00:00Z;10,21989;0;3
2024-08-11 13:00:00Z;10,19901;0;3
2024-08-11 14:00:00Z;10,18451;0;3
2024-08-11 15:00:00Z;10,16776;0;3
2024-08-11 16:00:00Z;10,14876;0;3
2024-08-11 17:00:00Z;10,12838;0;3
2024-08-11 18:00:00Z;10,10938;0;3
2024-08-11 19:00:00Z;10,08626;0;3
2024-08-11 20:00:00Z;10,05827;0;3
2024-08-11 21:00:00Z;10,03114;0;3
2024-08-11 22:00:00Z;10,00489;0;3
2024-08-11 23:00:00Z;9,977768;0;3
2024-08-12 00:00:00Z;9,949269;0;3
2024-08-12 01:00:00Z;9,921893;0;3
2024-08-12 02:00:00Z;9,894392;0;3
2024-08-12 03:00:00Z;9,868892;0;3
2024-08-12 04:00:00Z;9,843888;0;3
2024-08-12 05:00:00Z;9,824134;0;3
2024-08-12 06:00:00Z;9,80738;0;3
2024-08-12 07:00:00Z;9,797007;0;3
2024-08-12 08:00:00Z;9,775268;0;3
2024-08-12 09:00:00Z;9,748016;0;3
2024-08-12 10:00:00Z;9,725514;0;3
2024-08-12 11:00:00Z;9,700892;0;3
2024-08-12 12:00:00Z;9,674894;0;3
2024-08-12 13:00:00Z;9,648145;0;3
2024-08-12 14:00:00Z;9,622143;0;3
2024-08-12 15:00:00Z;9,59764;0;3
2024-08-12 16:00:00Z;9,576762;0;3
2024-08-12 17:00:00Z;9,553648;0;3
2024-08-12 18:00:00Z;9,522654;0;3
2024-08-12 19:00:00Z;9,494148;0;3
2024-08-12 20:00:00Z;9,466898;0;3
2024-08-12 21:00:00Z;9,438777;0;3
2024-08-12 22:00:00Z;9,408161;0;3
2024-08-12 23:00:00Z;9,373656;0;3
2024-08-13 00:00:00Z;9,348019;0;3
2024-08-13 01:00:00Z;9,325139;0;3
2024-08-13 02:00:00Z;9,309381;0;3
2024-08-13 03:00:00Z;9,296507;0;3
2024-08-13 04:00:00Z;9,280885;0;3
2024-08-13 05:00:00Z;9,263513;0;3
2024-08-13 06:00:00Z;9,242395;0;3
2024-08-13 07:00:00Z;9,218143;0;3
2024-08-13 08:00:00Z;9,199265;0;3
2024-08-13 09:00:00Z;9,178139;0;3
2024-08-13 10:00:00Z;9,162386;0;3
2024-08-13 11:00:00Z;9,144138;0;3
2024-08-13 12:00:00Z;9,126511;0;3
2024-08-13 13:00:00Z;9,111262;0;3
2024-08-13 14:00:00Z;9,092513;0;3
2024-08-13 15:00:00Z;9,075887;0;3
2024-08-13 16:00:00Z;9,05926;0;3
2024-08-13 17:00:00Z;9,044382;0;3
2024-08-13 18:00:00Z;9,031384;0;3
2024-08-13 19:00:00Z;9,015262;0;3
2024-08-13 20:00:00Z;9,000258;0;3
2024-08-13 21:00:00Z;8,985765;0;3
2024-08-13 22:00:00Z;8,964892;0;3
2024-08-13 23:00:00Z;8,94826;0;3
2024-08-14 00:00:00Z;8,933636;0;3
2024-08-14 01:00:00Z;8,916889;0;3
2024-08-14 02:00:00Z;8,898767;0;3
2024-08-14 03:00:00Z;8,87964;0;3
2024-08-14 04:00:00Z;8,86426;0;3
2024-08-14 05:00:00Z;8,851008;0;3
2024-08-14 06:00:00Z;8,838382;0;3
2024-08-14 07:00:00Z;8,828379;0;3
2024-08-14 08:00:00Z;8,820629;0;3
2024-08-14 09:00:00Z;8,810756;0;3
2024-08-14 10:00:00Z;8,799754;0;3
2024-08-14 11:00:00Z;8,792877;0;3
2024-08-14 12:00:00Z;8,785878;0;3
2024-08-14 13:00:00Z;8,777879;0;3
2024-08-14 14:00:00Z;8,768756;0;3
2024-08-14 15:00:00Z;8,75838;0;3
2024-08-14 16:00:00Z;8,750128;0;3
2024-08-14 17:00:00Z;8,742878;0;3
2024-08-14 18:00:00Z;8,735487;0;3
2024-08-14 19:00:00Z;8,729778;0;3
2024-08-14 20:00:00Z;8,72288;0;3
2024-08-14 21:00:00Z;8,714262;0;3
2024-08-14 22:00:00Z;8,70139;0;3
2024-08-14 23:00:00Z;8,690632;0;3
2024-08-15 00:00:00Z;8,684128;0;3
2024-08-15 01:00:00Z;8,678878;0;3
2024-08-15 02:00:00Z;8,672134;0;3
2024-08-15 03:00:00Z;8,658538;0;3
2024-08-15 04:00:00Z;8,637157;0;3
2024-08-15 05:00:00Z;8,626634;0;3
2024-08-15 06:00:00Z;8,617131;0;3
2024-08-15 07:00:00Z;8,613751;0;3
2024-08-15 08:00:00Z;8,610002;0;3
2024-08-15 09:00:00Z;8,606376;0;3
2024-08-15 10:00:00Z;8,604626;0;3
2024-08-15 11:00:00Z;8,600007;0;3
2024-08-15 12:00:00Z;8,588767;0;3
2024-08-15 13:00:00Z;8,576385;0;3
2024-08-15 14:00:00Z;8,5725;0;3
2024-08-15 15:00:00Z;8,573125;0;3
2024-08-15 16:00:00Z;8,575;0;3
2024-08-15 17:00:00Z;8,57675;0;3
2024-08-15 18:00:00Z;8,57725;0;3
2024-08-15 19:00:00Z;8,578127;0;3
2024-08-15 20:00:00Z;8,577778;0;3
2024-08-15 21:00:00Z;8,599573;0;3
2024-08-15 22:00:00Z;8,629624;0;3
2024-08-15 23:00:00Z;8,670197;0;3
2024-08-16 00:00:00Z;8,717361;0;3
2024-08-16 01:00:00Z;8,753595;0;3
2024-08-16 02:00:00Z;8,775892;0;3
2024-08-16 03:00:00Z;8,789005;0;3
2024-08-16 04:00:00Z;8,7945;0;3
2024-08-16 05:00:00Z;8,79575;0;3
2024-08-16 06:00:00Z;8,79475;0;3
2024-08-16 07:00:00Z;8,792126;0;3
2024-08-16 08:00:00Z;8,789626;0;3
2024-08-16 09:00:00Z;8,785126;0;3
2024-08-16 10:00:00Z;8,781251;0;3
2024-08-16 11:00:00Z;8,778626;0;3
2024-08-16 12:00:00Z;8,774376;0;3
2024-08-16 13:00:00Z;8,772125;0;3
2024-08-16 14:00:00Z;8,770875;0;3
2024-08-16 15:00:00Z;8,769375;0;3
2024-08-16 16:00:00Z;8,769626;0;3
2024-08-16 17:00:00Z;8,767876;0;3
2024-08-16 18:00:00Z;8,76525;0;3
2024-08-16 19:00:00Z;8,763625;0;3
2024-08-16 20:00:00Z;8,760501;0;3
2024-08-16 21:00:00Z;8,75975;0;3
2024-08-16 22:00:00Z;8,758125;0;3
2024-08-16 23:00:00Z;8,75675;0;3
2024-08-17 00:00:00Z;8,754375;0;3
2024-08-17 01:00:00Z;8,75375;0;3
2024-08-17 02:00:00Z;8,7525;0;3
2024-08-17 03:00:00Z;8,753;0;3
2024-08-17 04:00:00Z;8,748876;0;3
2024-08-17 05:00:00Z;8,748875;0;3
2024-08-17 06:00:00Z;8,751761;0;3
2024-08-17 07:00:00Z;8,770395;0;3
2024-08-17 08:00:00Z;8,789277;0;3
2024-08-17 09:00:00Z;8,816176;0;3
2024-08-17 10:00:00Z;8,849799;0;3
2024-08-17 11:00:00Z;8,876781;0;3
2024-08-17 12:00:00Z;8,900146;0;3
2024-08-17 13:00:00Z;8,917511;0;3
2024-08-17 14:00:00Z;8,93038;0;3
2024-08-17 15:00:00Z;8,938251;0;3
2024-08-17 16:00:00Z;8,941126;0;3
2024-08-17 17:00:00Z;8,943126;0;3
2024-08-17 18:00:00Z;8,939876;0;3
2024-08-17 19:00:00Z;8,935001;0;3
2024-08-17 20:00:00Z;8,930251;0;3
2024-08-17 21:00:00Z;8,927375;0;3
2024-08-17 22:00:00Z;8,927;0;3
2024-08-17 23:00:00Z;8,927;0;3
2024-08-18 00:00:00Z;8,927375;0;3
2024-08-18 01:00:00Z;8,929376;0;3
2024-08-18 02:00:00Z;8,929001;0;3
2024-08-18 03:00:00Z;8,932876;0;3
2024-08-18 04:00:00Z;8,932251;0;3
2024-08-18 05:00:00Z;8,937501;0;3
2024-08-18 06:00:00Z;8,941251;0;3
2024-08-18 07:00:00Z;8,946503;0;3
2024-08-18 08:00:00Z;8,955631;0;3
2024-08-18 09:00:00Z;8,969386;0;3
2024-08-18 10:00:00Z;8,986768;0;3
2024-08-18 11:00:00Z;9,010917;0;3
2024-08-18 12:00:00Z;9,046048;0;3
2024-08-18 13:00:00Z;9,077036;0;3
2024-08-18 14:00:00Z;9,105902;0;3
2024-08-18 15:00:00Z;9,127892;0;3
2024-08-18 16:00:00Z;9,147261;0;3
2024-08-18 17:00:00Z;9,161881;0;3
2024-08-18 18:00:00Z;9,175132;0;3
2024-08-18 19:00:00Z;9,188882;0;3
2024-08-18 20:00:00Z;9,202383;0;3
2024-08-18 21:00:00Z;9,216505;0;3
2024-08-18 22:00:00Z;9,223003;0;3
2024-08-18 23:00:00Z;9,234005;0;3
2024-08-19 00:00:00Z;9,245754;0;3
2024-08-19 01:00:00Z;9,257007;0;3
2024-08-19 02:00:00Z;9,274388;0;3
2024-08-19 03:00:00Z;9,295518;0;3
2024-08-19 04:00:00Z;9,318764;0;3
2024-08-19 05:00:00Z;9,336139;0;3
2024-08-19 06:00:00Z;9,358014;0;3
2024-08-19 07:00:00Z;9,374381;0;3
2024-08-19 08:00:00Z;9,385753;0;3
2024-08-19 09:00:00Z;9,393877;0;3
2024-08-19 10:00:00Z;9,394501;0;3
2024-08-19 11:00:00Z;9,391625;0;3
2024-08-19 12:00:00Z;9,391001;0;3
2024-08-19 13:00:00Z;9,385376;0;3
2024-08-19 14:00:00Z;9,380501;0;3
2024-08-19 15:00:00Z;9,372628;0;3
2024-08-19 16:00:00Z;9,362878;0;3
2024-08-19 17:00:00Z;9,356877;0;3
2024-08-19 18:00:00Z;9,345754;0;3
2024-08-19 19:00:00Z;9,33713;0;3
2024-08-19 20:00:00Z;9,324755;0;3
2024-08-19 21:00:00Z;9,315753;0;3
2024-08-19 22:00:00Z;9,305879;0;3
2024-08-19 23:00:00Z;9,295129;0;3
2024-08-20 00:00:00Z;9,285502;0;3
2024-08-20 01:00:00Z;9,278129;0;3
2024-08-20 02:00:00Z;9,26613;0;3
2024-08-20 03:00:00Z;9,254503;0;3
2024-08-20 04:00:00Z;9,245131;0;3
2024-08-20 05:00:00Z;9,231257;0;3
2024-08-20 06:00:00Z;9,219254;0;3
2024-08-20 07:00:00Z;9,21475;0;3
2024-08-20 08:00:00Z;9,210001;0;3
2024-08-20 09:00:00Z;9,204502;0;3
2024-08-20 10:00:00Z;9,197752;0;3
2024-08-20 11:00:00Z;9,201001;0;3
2024-08-20 12:00:00Z;9,206001;0;3
2024-08-20 13:00:00Z;9,211502;0;3
2024-08-20 14:00:00Z;9,219502;0;3
2024-08-20 15:00:00Z;9,225377;0;3
2024-08-20 16:00:00Z;9,232126;0;3
2024-08-20 17:00:00Z;9,233625;0;3
2024-08-20 18:00:00Z;9,232;0;3
2024-08-20 19:00:00Z;9,2305;0;3
2024-08-20 20:00:00Z;9,233378;0;3
2024-08-20 21:00:00Z;9,246766;0;3
2024-08-20 22:00:00Z;9,273287;0;3
2024-08-20 23:00:00Z;9,30829;0;3
2024-08-21 00:00:00Z;9,338145;0;3
2024-08-21 01:00:00Z;9,354254;0;3
2024-08-21 02:00:00Z;9,357;0;3
2024-08-21 03:00:00Z;9,35088;0;3
2024-08-21 04:00:00Z;9,33763;0;3
2024-08-21 05:00:00Z;9,328001;0;3
2024-08-21 06:00:00Z;9,32525;0;3
2024-08-21 07:00:00Z;9,324625;0;3
2024-08-21 08:00:00Z;9,322374;0;3
2024-08-21 09:00:00Z;9,320377;0;3
2024-08-21 10:00:00Z;9,308508;0;3
2024-08-21 11:00:00Z;9,292383;0;3
2024-08-21 12:00:00Z;9,277634;0;3
2024-08-21 13:00:00Z;9,261882;0;3
2024-08-21 14:00:00Z;9,251253;0;3
2024-08-21 15:00:00Z;9,244126;0;3
2024-08-21 16:00:00Z;9,243251;0;3
2024-08-21 17:00:00Z;9,239626;0;3
2024-08-21 18:00:00Z;9,238376;0;3
2024-08-21 19:00:00Z;9,233004;0;3
2024-08-21 20:00:00Z;9,221006;0;3
2024-08-21 21:00:00Z;9,208255;0;3
2024-08-21 22:00:00Z;9,19663;0;3
2024-08-21 23:00:00Z;9,183505;0;3
2024-08-22 00:00:00Z;9,173128;0;3
2024-08-22 01:00:00Z;9,163629;0;3
2024-08-22 02:00:00Z;9,15213;0;3
2024-08-22 03:00:00Z;9,141005;0;3
2024-08-22 04:00:00Z;9,129631;0;3
2024-08-22 05:00:00Z;9,11913;0;3
2024-08-22 06:00:00Z;9,12688;0;3
2024-08-22 07:00:00Z;9,137381;0;3
2024-08-22 08:00:00Z;9,147878;0;3
2024-08-22 09:00:00Z;9,145377;0;3
2024-08-22 10:00:00Z;9,137128;0;3
2024-08-22 11:00:00Z;9,129501;0;3
2024-08-22 12:00:00Z;9,125626;0;3
2024-08-22 13:00:00Z;9,126501;0;3
2024-08-22 14:00:00Z;9,132631;0;3
2024-08-22 15:00:00Z;9,150775;0;3
2024-08-22 16:00:00Z;9,180156;0;3
2024-08-22 17:00:00Z;9,206149;0;3
2024-08-22 18:00:00Z;9,233033;0;3
2024-08-22 19:00:00Z;9,266672;0;3
2024-08-22 20:00:00Z;9,30379;0;3
2024-08-22 21:00:00Z;9,332644;0;3
2024-08-22 22:00:00Z;9,349755;0;3
2024-08-22 23:00:00Z;9,352;0;3
2024-08-23 00:00:00Z;9,351126;0;3
2024-08-23 01:00:00Z;9,344627;0;3
2024-08-23 02:00:00Z;9,335378;0;3
2024-08-23 03:00:00Z;9,327877;0;3
2024-08-23 04:00:00Z;9,320127;0;3
2024-08-23 05:00:00Z;9,313127;0;3
2024-08-23 06:00:00Z;9,308001;0;3
2024-08-23 07:00:00Z;9,308375;0;3
2024-08-23 08:00:00Z;9,30413;0;3
2024-08-23 09:00:00Z;9,288384;0;3
2024-08-23 10:00:00Z;9,273256;0;3
2024-08-23 11:00:00Z;9,259882;0;3
2024-08-23 12:00:00Z;9,246257;0;3
2024-08-23 13:00:00Z;9,233756;0;3
2024-08-23 14:00:00Z;9,220257;0;3
2024-08-23 15:00:00Z;9,207756;0;3
2024-08-23 16:00:00Z;9,194381;0;3
2024-08-23 17:00:00Z;9,183503;0;3
2024-08-23 18:00:00Z;9,175129;0;3
2024-08-23 19:00:00Z;9,162505;0;3
2024-08-23 20:00:00Z;9,152877;0;3
2024-08-23 21:00:00Z;9,149;0;3
2024-08-23 22:00:00Z;9,146;0;3
2024-08-23 23:00:00Z;9,143;0;3
2024-08-24 00:00:00Z;9,140125;0;3
2024-08-24 01:00:00Z;9,137875;0;3
2024-08-24 02:00:00Z;9,134875;0;3
2024-08-24 03:00:00Z;9,131375;0;3
2024-08-24 04:00:00Z;9,1295;0;3
2024-08-24 05:00:00Z;9,124627;0;3
2024-08-24 06:00:00Z;9,117501;0;3
2024-08-24 07:00:00Z;9,113125;0;3
2024-08-24 08:00:00Z;9,111877;0;3
2024-08-24 09:00:00Z;9,125153;0;3
2024-08-24 10:00:00Z;9,163496;0;3
2024-08-24 11:00:00Z;9,236056;0;3
2024-08-24 12:00:00Z;9,341147;0;3
2024-08-24 13:00:00Z;9,445145;0;3
2024-08-24 14:00:00Z;9,521249;0;3
2024-08-24 15:00:00Z;9,572924;0;3
2024-08-24 16:00:00Z;9,602015;0;3
2024-08-24 17:00:00Z;9,620005;0;3
2024-08-24 18:00:00Z;9,624001;0;3
2024-08-24 19:00:00Z;9,619626;0;3
2024-08-24 20:00:00Z;9,61113;0;3
2024-08-24 21:00:00Z;9,596758;0;3
2024-08-24 22:00:00Z;9,579635;0;3
2024-08-24 23:00:00Z;9,559763;0;3
2024-08-25 00:00:00Z;9,538885;0;3
2024-08-25 01:00:00Z;9,523255;0;3
2024-08-25 02:00:00Z;9,511127;0;3
2024-08-25 03:00:00Z;9,506125;0;3
2024-08-25 04:00:00Z;9,504251;0;3
2024-08-25 05:00:00Z;9,508126;0;3
2024-08-25 06:00:00Z;9,503;0;3
2024-08-25 07:00:00Z;9,502625;0;3
2024-08-25 08:00:00Z;9,508505;0;3
2024-08-25 09:00:00Z;9,524888;0;3
2024-08-25 10:00:00Z;9,550284;0;3
2024-08-25 11:00:00Z;9,592453;0;3
2024-08-25 12:00:00Z;9,65047;0;3
2024-08-25 13:00:00Z;9,706073;0;3
2024-08-25 14:00:00Z;9,75443;0;3
2024-08-25 15:00:00Z;9,796913;0;3
2024-08-25 16:00:00Z;9,831023;0;3
2024-08-25 17:00:00Z;9,857263;0;3
2024-08-25 18:00:00Z;9,878261;0;3
2024-08-25 19:00:00Z;9,898757;0;3
2024-08-25 20:00:00Z;9,912253;0;3
2024-08-25 21:00:00Z;9,926255;0;3
2024-08-25 22:00:00Z;9,942634;0;3
2024-08-25 23:00:00Z;9,963011;0;3
2024-08-26 00:00:00Z;9,983885;0;3
2024-08-26 01:00:00Z;10,00276;0;3
2024-08-26 02:00:00Z;10,0145;0;3
2024-08-26 03:00:00Z;10,02913;0;3
2024-08-26 04:00:00Z;10,05416;0;3
2024-08-26 05:00:00Z;10,10563;0;3
2024-08-26 06:00:00Z;10,20342;0;3
2024-08-26 07:00:00Z;10,33389;0;3
2024-08-26 08:00:00Z;10,4737;0;3
2024-08-26 09:00:00Z;10,58678;0;3
2024-08-26 10:00:00Z;10,65392;0;3
2024-08-26 11:00:00Z;10,68563;0;3
2024-08-26 12:00:00Z;10,68513;0;3
2024-08-26 13:00:00Z;10,66838;0;3
2024-08-26 14:00:00Z;10,64601;0;3
2024-08-26 15:00:00Z;10,62376;0;3
2024-08-26 16:00:00Z;10,606;0;3
2024-08-26 17:00:00Z;10,59013;0;3
2024-08-26 18:00:00Z;10,58163;0;3
2024-08-26 19:00:00Z;10,5775;0;3
2024-08-26 20:00:00Z;10,57175;0;3
2024-08-26 21:00:00Z;10,56825;0;3
2024-08-26 22:00:00Z;10,55451;0;3
2024-08-26 23:00:00Z;10,53626;0;3
2024-08-27 00:00:00Z;10,519;0;3
2024-08-27 01:00:00Z;10,50201;0;3
2024-08-27 02:00:00Z;10,48463;0;3
2024-08-27 03:00:00Z;10,46626;0;3
2024-08-27 04:00:00Z;10,45575;0;3
2024-08-27 05:00:00Z;10,45025;0;3
2024-08-27 06:00:00Z;10,44038;0;3
2024-08-27 07:00:00Z;10,42663;0;3
2024-08-27 08:00:00Z;10,41513;0;3
2024-08-27 09:00:00Z;10,39639;0;3
2024-08-27 10:00:00Z;10,36153;0;3
2024-08-27 11:00:00Z;10,32702;0;3
2024-08-27 12:00:00Z;10,29402;0;3
2024-08-27 13:00:00Z;10,26814;0;3
2024-08-27 14:00:00Z;10,24976;0;3
2024-08-27 15:00:00Z;10,23101;0;3
2024-08-27 16:00:00Z;10,21301;0;3
2024-08-27 17:00:00Z;10,20075;0;3
2024-08-27 18:00:00Z;10,18863;0;3
2024-08-27 19:00:00Z;10,18125;0;3
2024-08-27 20:00:00Z;10,18551;0;3
2024-08-27 21:00:00Z;10,21315;0;3
2024-08-27 22:00:00Z;10,2504;0;3
2024-08-27 23:00:00Z;10,28164;0;3
2024-08-28 00:00:00Z;10,29038;0;3
2024-08-28 01:00:00Z;10,286;0;3
2024-08-28 02:00:00Z;10,27825;0;3
2024-08-28 03:00:00Z;10,26113;0;3
2024-08-28 04:00:00Z;10,24838;0;3
2024-08-28 05:00:00Z;10,23388;0;3
2024-08-28 06:00:00Z;10,224;0;3
2024-08-28 07:00:00Z;10,21301;0;3
2024-08-28 08:00:00Z;10,18989;0;3
2024-08-28 09:00:00Z;10,16389;0;3
2024-08-28 10:00:00Z;10,13839;0;3
2024-08-28 11:00:00Z;10,12001;0;3
2024-08-28 12:00:00Z;10,09689;0;3
2024-08-28 13:00:00Z;10,07351;0;3
2024-08-28 14:00:00Z;10,05863;0;3
2024-08-28 15:00:00Z;10,04251;0;3
2024-08-28 16:00:00Z;10,02388;0;3
2024-08-28 17:00:00Z;10,01025;0;3
2024-08-28 18:00:00Z;9,998753;0;3
2024-08-28 19:00:00Z;9,984882;0;3
2024-08-28 20:00:00Z;9,964509;0;3
2024-08-28 21:00:00Z;9,946257;0;3
2024-08-28 22:00:00Z;9,930131;0;3
2024-08-28 23:00:00Z;9,91538;0;3
2024-08-29 00:00:00Z;9,902879;0;3
2024-08-29 01:00:00Z;9,890129;0;3
2024-08-29 02:00:00Z;9,876758;0;3
2024-08-29 03:00:00Z;9,857507;0;3
2024-08-29 04:00:00Z;9,844756;0;3
2024-08-29 05:00:00Z;9,82626;0;3
2024-08-29 06:00:00Z;9,806764;0;3
2024-08-29 07:00:00Z;9,780518;0;3
2024-08-29 08:00:00Z;9,759881;0;3
2024-08-29 09:00:00Z;9,760003;0;3
2024-08-29 10:00:00Z;9,748878;0;3
2024-08-29 11:00:00Z;9,755514;0;3
2024-08-29 12:00:00Z;9,785024;0;3
2024-08-29 13:00:00Z;9,811138;0;3
2024-08-29 14:00:00Z;9,831261;0;3
2024-08-29 15:00:00Z;9,85176;0;3
2024-08-29 16:00:00Z;9,873271;0;3
2024-08-29 17:00:00Z;9,907152;0;3
2024-08-29 18:00:00Z;9,937016;0;3
2024-08-29 19:00:00Z;9,958006;0;3
2024-08-29 20:00:00Z;9,96525;0;3
2024-08-29 21:00:00Z;9,964003;0;3
2024-08-29 22:00:00Z;9,951253;0;3
2024-08-29 23:00:00Z;9,944251;0;3
2024-08-30 00:00:00Z;9,940125;0;3
2024-08-30 01:00:00Z;9,93675;0;3
2024-08-30 02:00:00Z;9,932001;0;3
2024-08-30 03:00:00Z;9,926876;0;3
2024-08-30 04:00:00Z;9,92125;0;3
2024-08-30 05:00:00Z;9,917125;0;3
2024-08-30 06:00:00Z;9,914249;0;3
2024-08-30 07:00:00Z;9,914125;0;3
2024-08-30 08:00:00Z;9,920751;0;3
2024-08-30 09:00:00Z;9,927251;0;3
2024-08-30 10:00:00Z;9,934876;0;3
2024-08-30 11:00:00Z;9,941501;0;3
2024-08-30 12:00:00Z;9,9445;0;3
2024-08-30 13:00:00Z;9,943875;0;3
2024-08-30 14:00:00Z;9,941875;0;3
2024-08-30 15:00:00Z;9,939125;0;3
2024-08-30 16:00:00Z;9,937;0;3
2024-08-30 17:00:00Z;9,934751;0;3
2024-08-30 18:00:00Z;9,930626;0;3
2024-08-30 19:00:00Z;9,924376;0;3
2024-08-30 20:00:00Z;9,919626;0;3
2024-08-30 21:00:00Z;9,912377;0;3
2024-08-30 22:00:00Z;9,899633;0;3
2024-08-30 23:00:00Z;9,877267;0;3
2024-08-31 00:00:00Z;9,849394;0;3
2024-08-31 01:00:00Z;9,823141;0;3
2024-08-31 02:00:00Z;9,798017;0;3
2024-08-31 03:00:00Z;9,77314;0;3
2024-08-31 04:00:00Z;9,749513;0;3
2024-08-31 05:00:00Z;9,728887;0;3
2024-08-31 06:00:00Z;9,706521;0;3
2024-08-31 07:00:00Z;9,675154;0;3
2024-08-31 08:00:00Z;9,643276;0;3
2024-08-31 09:00:00Z;9,613523;0;3
2024-08-31 10:00:00Z;9,586771;0;3
2024-08-31 11:00:00Z;9,559396;0;3
2024-08-31 12:00:00Z;9,534391;0;3
2024-08-31 13:00:00Z;9,51189;0;3
2024-08-31 14:00:00Z;9,488893;0;3
2024-08-31 15:00:00Z;9,464893;0;3
2024-08-31 16:00:00Z;9,440392;0;3
2024-08-31 17:00:00Z;9,417892;0;3
2024-08-31 18:00:00Z;9,396885;0;3
2024-08-31 19:00:00Z;9,386628;0;3
2024-08-31 20:00:00Z;9,37563;0;3
2024-08-31 21:00:00Z;9,361135;0;3
2024-08-31 22:00:00Z;9,343257;0;3
2024-08-31 23:00:00Z;9,338125;0;3
2024-09-01 00:00:00Z;9,335876;0;3
2024-09-01 01:00:00Z;9,332376;0;3
2024-09-01 02:00:00Z;9,324878;0;3
2024-09-01 03:00:00Z;9,315878;0;3
2024-09-01 04:00:00Z;9,30538;0;3
2024-09-01 05:00:00Z;9,291133;0;3
2024-09-01 06:00:00Z;9,276882;0;3
2024-09-01 07:00:00Z;9,262133;0;3
2024-09-01 08:00:00Z;9,248132;0;3
2024-09-01 09:00:00Z;9,232769;0;3
2024-09-01 10:00:00Z;9,203788;0;3
2024-09-01 11:00:00Z;9,170917;0;3
2024-09-01 12:00:00Z;9,137168;0;3
2024-09-01 13:00:00Z;9,106648;0;3
2024-09-01 14:00:00Z;9,093003;0;3
2024-09-01 15:00:00Z;9,087626;0;3
2024-09-01 16:00:00Z;9,081002;0;3
2024-09-01 17:00:00Z;9,073503;0;3
2024-09-01 18:00:00Z;9,063628;0;3
2024-09-01 19:00:00Z;9,056502;0;3
2024-09-01 20:00:00Z;9,04688;0;3
2024-09-01 21:00:00Z;9,036005;0;3
2024-09-01 22:00:00Z;9,025129;0;3
2024-09-01 23:00:00Z;9,014755;0;3
2024-09-02 00:00:00Z;9,002882;0;3
2024-09-02 01:00:00Z;8,990256;0;3
2024-09-02 02:00:00Z;8,979006;0;3
2024-09-02 03:00:00Z;8,96813;0;3
2024-09-02 04:00:00Z;8,958005;0;3
2024-09-02 05:00:00Z;8,947756;0;3
2024-09-02 06:00:00Z;8,936131;0;3
2024-09-02 07:00:00Z;8,924881;0;3
2024-09-02 08:00:00Z;8,913132;0;3
2024-09-02 09:00:00Z;8,902255;0;3
2024-09-02 10:00:00Z;8,893003;0;3
2024-09-02 11:00:00Z;8,884004;0;3
2024-09-02 12:00:00Z;8,875004;0;3
2024-09-02 13:00:00Z;8,866253;0;3
2024-09-02 14:00:00Z;8,859127;0;3
2024-09-02 15:00:00Z;8,852877;0;3
2024-09-02 16:00:00Z;8,845753;0;3
2024-09-02 17:00:00Z;8,837502;0;3
2024-09-02 18:00:00Z;8,831752;0;3
2024-09-02 19:00:00Z;8,825003;0;3
2024-09-02 20:00:00Z;8,818003;0;3
2024-09-02 21:00:00Z;8,811377;0;3
2024-09-02 22:00:00Z;8,806253;0;3
2024-09-02 23:00:00Z;8,797379;0;3
