#Evangervatn, 62.115.0, Vannstand, time
Tidspunkt;Vannstand (m);Korrigert;Kontrollert
2024-12-14 18:00:00Z;8,476125;0;3
2024-12-14 19:00:00Z;8,474502;0;3
2024-12-14 20:00:00Z;8,470127;0;3
2024-12-14 21:00:00Z;8,465628;0;3
2024-12-14 22:00:00Z;8,459129;0;3
2024-12-14 23:00:00Z;8,453128;0;3
2024-12-15 00:00:00Z;8,448127;0;3
2024-12-15 01:00:00Z;8,444002;0;3
2024-12-15 02:00:00Z;8,440126;0;3
2024-12-15 03:00:00Z;8,436876;0;3
2024-12-15 04:00:00Z;8,43325;0;3
2024-12-15 05:00:00Z;8,430502;0;3
2024-12-15 06:00:00Z;8,426127;0;3
2024-12-15 07:00:00Z;8,428126;0;3
2024-12-15 08:00:00Z;8,431501;0;3
2024-12-15 09:00:00Z;8,432125;0;3
2024-12-15 10:00:00Z;8,43413;0;3
2024-12-15 11:00:00Z;8,442507;0;3
2024-12-15 12:00:00Z;8,447628;0;3
2024-12-15 13:00:00Z;8,444377;0;3
2024-12-15 14:00:00Z;8,444896;0;3
2024-12-15 15:00:00Z;8,469663;0;3
2024-12-15 16:00:00Z;8,540367;0;3
2024-12-15 17:00:00Z;8,651404;0;3
2024-12-15 18:00:00Z;8,804905;0;3
2024-12-15 19:00:00Z;9,032132;0;3
2024-12-15 20:00:00Z;9,308063;0;3
2024-12-15 21:00:00Z;9,542606;0;3
2024-12-15 22:00:00Z;9,706246;0;3
2024-12-15 23:00:00Z;9,808145;0;3
2024-12-16 00:00:00Z;9,845762;0;3
2024-12-16 01:00:00Z;9,85051;0;3
2024-12-16 02:00:00Z;9,824278;0;3
2024-12-16 03:00:00Z;9,789033;0;3
2024-12-16 04:00:00Z;9,753531;0;3
2024-12-16 05:00:00Z;9,720159;0;3
2024-12-16 06:00:00Z;9,682537;0;3
2024-12-16 07:00:00Z;9,648524;0;3
2024-12-16 08:00:00Z;9,624388;0;3
2024-12-16 09:00:00Z;9,603141;0;3
2024-12-16 10:00:00Z;9,575656;0;3
2024-12-16 11:00:00Z;9,541401;0;3
2024-12-16 12:00:00Z;9,519638;0;3
2024-12-16 13:00:00Z;9,499135;0;3
2024-12-16 14:00:00Z;9,486128;0;3
2024-12-16 15:00:00Z;9,482877;0;3
2024-12-16 16:00:00Z;9,489003;0;3
2024-12-16 17:00:00Z;9,480003;0;3
2024-12-16 18:00:00Z;9,472754;0;3
2024-12-16 19:00:00Z;9,458508;0;3
2024-12-16 20:00:00Z;9,439265;0;3
2024-12-16 21:00:00Z;9,41726;0;3
2024-12-16 22:00:00Z;9,407627;0;3
2024-12-16 23:00:00Z;9,396509;0;3
2024-12-17 00:00:00Z;9,376016;0;3
2024-12-17 01:00:00Z;9,353767;0;3
2024-12-17 02:00:00Z;9,329771;0;3
2024-12-17 03:00:00Z;9,30452;0;3
2024-12-17 04:00:00Z;9,281892;0;3
2024-12-17 05:00:00Z;9,260885;0;3
2024-12-17 06:00:00Z;9,252252;0;3
2024-12-17 07:00:00Z;9,254128;0;3
2024-12-17 08:00:00Z;9,263252;0;3
2024-12-17 09:00:00Z;9,268625;0;3
2024-12-17 10:00:00Z;9,270625;0;3
2024-12-17 11:00:00Z;9,269126;0;3
2024-12-17 12:00:00Z;9,261878;0;3
2024-12-17 13:00:00Z;9,253502;0;3
2024-12-17 14:00:00Z;9,247502;0;3
2024-12-17 15:00:00Z;9,239377;0;3
2024-12-17 16:00:00Z;9,231879;0;3
2024-12-17 17:00:00Z;9,218258;0;3
2024-12-17 18:00:00Z;9,20426;0;3
2024-12-17 19:00:00Z;9,186635;0;3
2024-12-17 20:00:00Z;9,172505;0;3
2024-12-17 21:00:00Z;9,161132;0;3
2024-12-17 22:00:00Z;9,145634;0;3
2024-12-17 23:00:00Z;9,13338;0;3
2024-12-18 00:00:00Z;9,124127;0;3
2024-12-18 01:00:00Z;9,116252;0;3
2024-12-18 02:00:00Z;9,109627;0;3
2024-12-18 03:00:00Z;9,101253;0;3
2024-12-18 04:00:00Z;9,093254;0;3
2024-12-18 05:00:00Z;9,082253;0;3
2024-12-18 06:00:00Z;9,078751;0;3
2024-12-18 07:00:00Z;9,081;0;3
2024-12-18 08:00:00Z;9,084375;0;3
2024-12-18 09:00:00Z;9,089501;0;3
2024-12-18 10:00:00Z;9,0915;0;3
2024-12-18 11:00:00Z;9,091251;0;3
2024-12-18 12:00:00Z;9,097001;0;3
2024-12-18 13:00:00Z;9,099627;0;3
2024-12-18 14:00:00Z;9,111383;0;3
2024-12-18 15:00:00Z;9,128016;0;3
2024-12-18 16:00:00Z;9,152915;0;3
2024-12-18 17:00:00Z;9,19031;0;3
2024-12-18 18:00:00Z;9,23385;0;3
2024-12-18 19:00:00Z;9,295537;0;3
2024-12-18 20:00:00Z;9,369072;0;3
2024-12-18 21:00:00Z;9,446788;0;3
2024-12-18 22:00:00Z;9,508204;0;3
2024-12-18 23:00:00Z;9,547904;0;3
2024-12-19 00:00:00Z;9,572265;0;3
2024-12-19 01:00:00Z;9,596394;0;3
2024-12-19 02:00:00Z;9,619384;0;3
2024-12-19 03:00:00Z;9,620127;0;3
2024-12-19 04:00:00Z;9,611255;0;3
2024-12-19 05:00:00Z;9,59763;0;3
2024-12-19 06:00:00Z;9,588626;0;3
2024-12-19 07:00:00Z;9,591002;0;3
2024-12-19 08:00:00Z;9,600252;0;3
2024-12-19 09:00:00Z;9,60575;0;3
2024-12-19 10:00:00Z;9,609;0;3
2024-12-19 11:00:00Z;9,611126;0;3
2024-12-19 12:00:00Z;9,608125;0;3
2024-12-19 13:00:00Z;9,605625;0;3
2024-12-19 14:00:00Z;9,605376;0;3
2024-12-19 15:00:00Z;9,597502;0;3
2024-12-19 16:00:00Z;9,596375;0;3
2024-12-19 17:00:00Z;9,592252;0;3
2024-12-19 18:00:00Z;9,582629;0;3
2024-12-19 19:00:00Z;9,569756;0;3
2024-12-19 20:00:00Z;9,55426;0;3
2024-12-19 21:00:00Z;9,535009;0;3
2024-12-19 22:00:00Z;9,520009;0;3
2024-12-19 23:00:00Z;9,499516;0;3
2024-12-20 00:00:00Z;9,475268;0;3
2024-12-20 01:00:00Z;9,449783;0;3
2024-12-20 02:00:00Z;9,412664;0;3
2024-12-20 03:00:00Z;9,383274;0;3
2024-12-20 04:00:00Z;9,357892;0;3
2024-12-20 05:00:00Z;9,338759;0;3
2024-12-20 06:00:00Z;9,325504;0;3
2024-12-20 07:00:00Z;9,316003;0;3
2024-12-20 08:00:00Z;9,307003;0;3
2024-12-20 09:00:00Z;9,297629;0;3
2024-12-20 10:00:00Z;9,28613;0;3
2024-12-20 11:00:00Z;9,274879;0;3
2024-12-20 12:00:00Z;9,26288;0;3
2024-12-20 13:00:00Z;9,249882;0;3
2024-12-20 14:00:00Z;9,236256;0;3
2024-12-20 15:00:00Z;9,223507;0;3
2024-12-20 16:00:00Z;9,208756;0;3
2024-12-20 17:00:00Z;9,197381;0;3
2024-12-20 18:00:00Z;9,183008;0;3
2024-12-20 19:00:00Z;9,168009;0;3
2024-12-20 20:00:00Z;9,153257;0;3
2024-12-20 21:00:00Z;9,140007;0;3
2024-12-20 22:00:00Z;9,125639;0;3
2024-12-20 23:00:00Z;9,102651;0;3
2024-12-21 00:00:00Z;9,076154;0;3
2024-12-21 01:00:00Z;9,048421;0;3
2024-12-21 02:00:00Z;9,011312;0;3
2024-12-21 03:00:00Z;8,974554;0;3
2024-12-21 04:00:00Z;8,941421;0;3
2024-12-21 05:00:00Z;8,911166;0;3
2024-12-21 06:00:00Z;8,882783;0;3
2024-12-21 07:00:00Z;8,861138;0;3
2024-12-21 08:00:00Z;8,854501;0;3
2024-12-21 09:00:00Z;8,860005;0;3
2024-12-21 10:00:00Z;8,872884;0;3
2024-12-21 11:00:00Z;8,884754;0;3
2024-12-21 12:00:00Z;8,887627;0;3
2024-12-21 13:00:00Z;8,880256;0;3
2024-12-21 14:00:00Z;8,867756;0;3
2024-12-21 15:00:00Z;8,862006;0;3
2024-12-21 16:00:00Z;8,874887;0;3
2024-12-21 17:00:00Z;8,889007;0;3
2024-12-21 18:00:00Z;8,895377;0;3
2024-12-21 19:00:00Z;8,889632;0;3
2024-12-21 20:00:00Z;8,874635;0;3
2024-12-21 21:00:00Z;8,862381;0;3
2024-12-21 22:00:00Z;8,853253;0;3
2024-12-21 23:00:00Z;8,845255;0;3
2024-12-22 00:00:00Z;8,835379;0;3
2024-12-22 01:00:00Z;8,83825;0;3
2024-12-22 02:00:00Z;8,841005;0;3
2024-12-22 03:00:00Z;8,854887;0;3
2024-12-22 04:00:00Z;8,870766;0;3
2024-12-22 05:00:00Z;8,889763;0;3
2024-12-22 06:00:00Z;8,901003;0;3
2024-12-22 07:00:00Z;8,90475;0;3
2024-12-22 08:00:00Z;8,907127;0;3
2024-12-22 09:00:00Z;8,91827;0;3
2024-12-22 10:00:00Z;8,943657;0;3
2024-12-22 11:00:00Z;8,968272;0;3
2024-12-22 12:00:00Z;8,987262;0;3
2024-12-22 13:00:00Z;9,000505;0;3
2024-12-22 14:00:00Z;9,009878;0;3
2024-12-22 15:00:00Z;9,017627;0;3
2024-12-22 16:00:00Z;9,023627;0;3
2024-12-22 17:00:00Z;9,032628;0;3
2024-12-22 18:00:00Z;9,039877;0;3
2024-12-22 19:00:00Z;9,045;0;3
2024-12-22 20:00:00Z;9,043126;0;3
2024-12-22 21:00:00Z;9,035004;0;3
2024-12-22 22:00:00Z;9,026004;0;3
2024-12-22 23:00:00Z;9,015635;0;3
2024-12-23 00:00:00Z;8,99516;0;3
2024-12-23 01:00:00Z;8,961684;0;3
2024-12-23 02:00:00Z;8,92382;0;3
2024-12-23 03:00:00Z;8,885186;0;3
2024-12-23 04:00:00Z;8,853665;0;3
2024-12-23 05:00:00Z;8,827653;0;3
2024-12-23 06:00:00Z;8,80951;0;3
2024-12-23 07:00:00Z;8,813881;0;3
2024-12-23 08:00:00Z;8,827387;0;3
2024-12-23 09:00:00Z;8,843386;0;3
2024-12-23 10:00:00Z;8,85538;0;3
2024-12-23 11:00:00Z;8,862752;0;3
2024-12-23 12:00:00Z;8,867375;0;3
2024-12-23 13:00:00Z;8,868375;0;3
2024-12-23 14:00:00Z;8,871;0;3
2024-12-23 15:00:00Z;8,873875;0;3
2024-12-23 16:00:00Z;8,875001;0;3
2024-12-23 17:00:00Z;8,869877;0;3
2024-12-23 18:00:00Z;8,863626;0;3
2024-12-23 19:00:00Z;8,860625;0;3
2024-12-23 20:00:00Z;8,855004;0;3
2024-12-23 21:00:00Z;8,84276;0;3
2024-12-23 22:00:00Z;8,828135;0;3
2024-12-23 23:00:00Z;8,814384;0;3
2024-12-24 00:00:00Z;8,803255;0;3
2024-12-24 01:00:00Z;8,794627;0;3
2024-12-24 02:00:00Z;8,789502;0;3
2024-12-24 03:00:00Z;8,782252;0;3
2024-12-24 04:00:00Z;8,775628;0;3
2024-12-24 05:00:00Z;8,76688;0;3
2024-12-24 06:00:00Z;8,756881;0;3
2024-12-24 07:00:00Z;8,74663;0;3
2024-12-24 08:00:00Z;8,740007;0;3
2024-12-24 09:00:00Z;8,734396;0;3
2024-12-24 10:00:00Z;8,7305;0;3
2024-12-24 11:00:00Z;8,72975;0;3
2024-12-24 12:00:00Z;8,727876;0;3
2024-12-24 13:00:00Z;8,725125;0;3
2024-12-24 14:00:00Z;8,722876;0;3
2024-12-24 15:00:00Z;8,720751;0;3
2024-12-24 16:00:00Z;8,722375;0;3
2024-12-24 17:00:00Z;8,72125;0;3
2024-12-24 18:00:00Z;8,720002;0;3
2024-12-24 19:00:00Z;8,713006;0;3
2024-12-24 20:00:00Z;8,706002;0;3
2024-12-24 21:00:00Z;8,705626;0;3
2024-12-24 22:00:00Z;8,71038;0;3
2024-12-24 23:00:00Z;8,717003;0;3
2024-12-25 00:00:00Z;8,718375;0;3
2024-12-25 01:00:00Z;8,721251;0;3
2024-12-25 02:00:00Z;8,727801;0;3
2024-12-25 03:00:00Z;8,744365;0;3
2024-12-25 04:00:00Z;8,770938;0;3
2024-12-25 05:00:00Z;8,811106;0;3
2024-12-25 06:00:00Z;8,862187;0;3
2024-12-25 07:00:00Z;8,933016;0;3
2024-12-25 08:00:00Z;9,011653;0;3
2024-12-25 09:00:00Z;9,09327;0;3
2024-12-25 10:00:00Z;9,175125;0;3
2024-12-25 11:00:00Z;9,255849;0;3
2024-12-25 12:00:00Z;9,331405;0;3
2024-12-25 13:00:00Z;9,388582;0;3
2024-12-25 14:00:00Z;9,433556;0;3
2024-12-25 15:00:00Z;9,473166;0;3
2024-12-25 16:00:00Z;9,506529;0;3
2024-12-25 17:00:00Z;9,535271;0;3
2024-12-25 18:00:00Z;9,559896;0;3
2024-12-25 19:00:00Z;9,58689;0;3
2024-12-25 20:00:00Z;9,603009;0;3
2024-12-25 21:00:00Z;9,622511;0;3
2024-12-25 22:00:00Z;9,639632;0;3
2024-12-25 23:00:00Z;9,654758;0;3
2024-12-26 00:00:00Z;9,672756;0;3
2024-12-26 01:00:00Z;9,685382;0;3
2024-12-26 02:00:00Z;9,708032;0;3
2024-12-26 03:00:00Z;9,750811;0;3
2024-12-26 04:00:00Z;9,799805;0;3
2024-12-26 05:00:00Z;9,843682;0;3
2024-12-26 06:00:00Z;9,894809;0;3
2024-12-26 07:00:00Z;9,939542;0;3
2024-12-26 08:00:00Z;9,980415;0;3
2024-12-26 09:00:00Z;10,02216;0;3
2024-12-26 10:00:00Z;10,05689;0;3
2024-12-26 11:00:00Z;10,07788;0;3
2024-12-26 12:00:00Z;10,09475;0;3
2024-12-26 13:00:00Z;10,10388;0;3
2024-12-26 14:00:00Z;10,11188;0;3
2024-12-26 15:00:00Z;10,12425;0;3
2024-12-26 16:00:00Z;10,13238;0;3
2024-12-26 17:00:00Z;10,13538;0;3
2024-12-26 18:00:00Z;10,13387;0;3
2024-12-26 19:00:00Z;10,13013;0;3
2024-12-26 20:00:00Z;10,12;0;3
2024-12-26 21:00:00Z;10,10263;0;3
2024-12-26 22:00:00Z;10,08176;0;3
2024-12-26 23:00:00Z;10,05939;0;3
2024-12-27 00:00:00Z;10,03814;0;3
2024-12-27 01:00:00Z;10,01264;0;3
2024-12-27 02:00:00Z;9,989762;0;3
2024-12-27 03:00:00Z;9,966387;0;3
2024-12-27 04:00:00Z;9,945135;0;3
2024-12-27 05:00:00Z;9,925508;0;3
2024-12-27 06:00:00Z;9,90801;0;3
2024-12-27 07:00:00Z;9,886135;0;3
2024-12-27 08:00:00Z;9,869383;0;3
2024-12-27 09:00:00Z;9,85001;0;3
2024-12-27 10:00:00Z;9,829885;0;3
2024-12-27 11:00:00Z;9,808887;0;3
2024-12-27 12:00:00Z;9,788133;0;3
2024-12-27 13:00:00Z;9,773755;0;3
2024-12-27 14:00:00Z;9,759504;0;3
2024-12-27 15:00:00Z;9,748627;0;3
2024-12-27 16:00:00Z;9,741502;0;3
2024-12-27 17:00:00Z;9,731628;0;3
2024-12-27 18:00:00Z;9,718755;0;3
2024-12-27 19:00:00Z;9,704006;0;3
2024-12-27 20:00:00Z;9,689256;0;3
2024-12-27 21:00:00Z;9,675257;0;3
2024-12-27 22:00:00Z;9,65701;0;3
2024-12-27 23:00:00Z;9,639256;0;3
2024-12-28 00:00:00Z;9,628005;0;3
2024-12-28 01:00:00Z;9,611884;0;3
2024-12-28 02:00:00Z;9,594009;0;3
2024-12-28 03:00:00Z;9,575885;0;3
2024-12-28 04:00:00Z;9,556762;0;3
2024-12-28 05:00:00Z;9,536263;0;3
2024-12-28 06:00:00Z;9,518756;0;3
2024-12-28 07:00:00Z;9,512376;0;3
2024-12-28 08:00:00Z;9,5105;0;3
2024-12-28 09:00:00Z;9,51413;0;3
2024-12-28 10:00:00Z;9,530258;0;3
2024-12-28 11:00:00Z;9,544506;0;3
2024-12-28 12:00:00Z;9,562516;0;3
2024-12-28 13:00:00Z;9,591158;0;3
2024-12-28 14:00:00Z;9,627789;0;3
2024-12-28 15:00:00Z;9,667066;0;3
2024-12-28 16:00:00Z;9,723843;0;3
2024-12-28 17:00:00Z;9,781581;0;3
2024-12-28 18:00:00Z;9,836074;0;3
2024-12-28 19:00:00Z;9,889188;0;3
2024-12-28 20:00:00Z;9,934786;0;3
2024-12-28 21:00:00Z;9,96351;0;3
2024-12-28 22:00:00Z;9,973251;0;3
2024-12-28 23:00:00Z;9,969751;0;3
2024-12-29 00:00:00Z;9,963126;0;3
2024-12-29 01:00:00Z;9,957625;0;3
2024-12-29 02:00:00Z;9,95575;0;3
2024-12-29 03:00:00Z;9,952375;0;3
2024-12-29 04:00:00Z;9,945002;0;3
2024-12-29 05:00:00Z;9,936378;0;3
2024-12-29 06:00:00Z;9,928632;0;3
2024-12-29 07:00:00Z;9,946007;0;3
2024-12-29 08:00:00Z;9,955876;0;3
2024-12-29 09:00:00Z;9,962126;0;3
2024-12-29 10:00:00Z;9,962376;0;3
2024-12-29 11:00:00Z;9,955009;0;3
2024-12-29 12:00:00Z;9,929891;0;3
2024-12-29 13:00:00Z;9,908133;0;3
2024-12-29 14:00:00Z;9,894129;0;3
2024-12-29 15:00:00Z;9,880384;0;3
2024-12-29 16:00:00Z;9,857265;0;3
2024-12-29 17:00:00Z;9,835258;0;3
2024-12-29 18:00:00Z;9,820257;0;3
2024-12-29 19:00:00Z;9,801636;0;3
2024-12-29 20:00:00Z;9,780012;0;3
2024-12-29 21:00:00Z;9,758138;0;3
2024-12-29 22:00:00Z;9,737137;0;3
2024-12-29 23:00:00Z;9,715892;0;3
2024-12-30 00:00:00Z;9,687402;0;3
2024-12-30 01:00:00Z;9,653908;0;3
2024-12-30 02:00:00Z;9,619159;0;3
2024-12-30 03:00:00Z;9,585778;0;3
2024-12-30 04:00:00Z;9,557272;0;3
2024-12-30 05:00:00Z;9,53102;0;3
2024-12-30 06:00:00Z;9,505269;0;3
2024-12-30 07:00:00Z;9,480521;0;3
2024-12-30 08:00:00Z;9,453149;0;3
2024-12-30 09:00:00Z;9,425775;0;3
2024-12-30 10:00:00Z;9,397524;0;3
2024-12-30 11:00:00Z;9,371772;0;3
2024-12-30 12:00:00Z;9,345149;0;3
2024-12-30 13:00:00Z;9,319147;0;3
2024-12-30 14:00:00Z;9,29427;0;3
2024-12-30 15:00:00Z;9,27077;0;3
2024-12-30 16:00:00Z;9,246022;0;3
2024-12-30 17:00:00Z;9,221147;0;3
2024-12-30 18:00:00Z;9,197642;0;3
2024-12-30 19:00:00Z;9,178387;0;3
2024-12-30 20:00:00Z;9,162258;0;3
2024-12-30 21:00:00Z;9,148007;0;3
2024-12-30 22:00:00Z;9,132641;0;3
2024-12-30 23:00:00Z;9,108901;0;3
2024-12-31 00:00:00Z;9,0834;0;3
2024-12-31 01:00:00Z;9,059774;0;3
2024-12-31 02:00:00Z;9,034655;0;3
2024-12-31 03:00:00Z;9,007529;0;3
2024-12-31 04:00:00Z;8,98315;0;3
2024-12-31 05:00:00Z;8,960024;0;3
2024-12-31 06:00:00Z;8,937396;0;3
2024-12-31 07:00:00Z;8,916771;0;3
2024-12-31 08:00:00Z;8,895147;0;3
2024-12-31 09:00:00Z;8,874393;0;3
2024-12-31 10:00:00Z;8,855644;0;3
2024-12-31 11:00:00Z;8,836761;0;3
2024-12-31 12:00:00Z;8,828003;0;3
2024-12-31 13:00:00Z;8,821003;0;3
2024-12-31 14:00:00Z;8,814252;0;3
2024-12-31 15:00:00Z;8,808004;0;3
2024-12-31 16:00:00Z;8,797254;0;3
2024-12-31 17:00:00Z;8,792501;0;3
2024-12-31 18:00:00Z;8,785504;0;3
2024-12-31 19:00:00Z;8,773765;0;3
2024-12-31 20:00:00Z;8,75386;0;3
2024-12-31 21:00:00Z;8,732432;0;3
2024-12-31 22:00:00Z;8,716137;0;3
2024-12-31 23:00:00Z;8,692909;0;2
2025-01-01 00:00:00Z;8,676652;0;2
2025-01-01 01:00:00Z;8,659279;0;2
2025-01-01 02:00:00Z;8,643024;0;2
2025-01-01 03:00:00Z;8,62752;0;2
2025-01-01 04:00:00Z;8,61489;0;2
2025-01-01 05:00:00Z;8,602017;0;2
2025-01-01 06:00:00Z;8,588893;0;2
2025-01-01 07:00:00Z;8,575391;0;2
2025-01-01 08:00:00Z;8,564137;0;2
2025-01-01 09:00:00Z;8,553886;0;2
2025-01-01 10:00:00Z;8,542765;0;2
2025-01-01 11:00:00Z;8,530265;0;2
2025-01-01 12:00:00Z;8,519012;0;2
2025-01-01 13:00:00Z;8,508385;0;2
2025-01-01 14:00:00Z;8,499511;0;2
2025-01-01 15:00:00Z;8,488511;0;2
2025-01-01 16:00:00Z;8,47951;0;2
2025-01-01 17:00:00Z;8,46814;0;2
2025-01-01 18:00:00Z;8,457509;0;2
2025-01-01 19:00:00Z;8,449386;0;2
2025-01-01 20:00:00Z;8,438635;0;2
2025-01-01 21:00:00Z;8,430509;0;2
2025-01-01 22:00:00Z;8,420385;0;2
2025-01-01 23:00:00Z;8,411882;0;2
2025-01-02 00:00:00Z;8,403133;0;2
2025-01-02 01:00:00Z;8,394883;0;2
2025-01-02 02:00:00Z;8,386381;0;2
2025-01-02 03:00:00Z;8,379756;0;2
2025-01-02 04:00:00Z;8,372007;0;2
2025-01-02 05:00:00Z;8,364256;0;2
2025-01-02 06:00:00Z;8,363057;0;2
2025-01-02 07:00:00Z;8,392388;0;2
2025-01-02 08:00:00Z;8,427114;0;2
2025-01-02 09:00:00Z;8,456085;0;2
2025-01-02 10:00:00Z;8,483191;0;2
2025-01-02 11:00:00Z;8,505301;0;2
2025-01-02 12:00:00Z;8,527165;0;2
2025-01-02 13:00:00Z;8,543647;0;2
2025-01-02 14:00:00Z;8,556639;0;2
2025-01-02 15:00:00Z;8,566381;0;2
2025-01-02 16:00:00Z;8,572505;0;2
2025-01-02 17:00:00Z;8,580882;0;2
2025-01-02 18:00:00Z;8,588253;0;2
2025-01-02 19:00:00Z;8,591001;0;2
2025-01-02 20:00:00Z;8,593502;0;2
2025-01-02 21:00:00Z;8,597503;0;2
2025-01-02 22:00:00Z;8,591887;0;2
2025-01-02 23:00:00Z;8,578023;0;2
2025-01-03 00:00:00Z;8,561181;0;2
2025-01-03 01:00:00Z;8,533704;0;2
2025-01-03 02:00:00Z;8,508066;0;2
2025-01-03 03:00:00Z;8,48368;0;2
2025-01-03 04:00:00Z;8,462798;0;2
2025-01-03 05:00:00Z;8,442284;0;2
2025-01-03 06:00:00Z;8,430258;0;2
2025-01-03 07:00:00Z;8,429135;0;2
2025-01-03 08:00:00Z;8,442278;0;2
2025-01-03 09:00:00Z;8,458272;0;2
2025-01-03 10:00:00Z;8,469635;0;2
2025-01-03 11:00:00Z;8,477756;0;2
2025-01-03 12:00:00Z;8,48413;0;2
2025-01-03 13:00:00Z;8,490628;0;2
2025-01-03 14:00:00Z;8,495002;0;2
2025-01-03 15:00:00Z;8,499378;0;2
2025-01-03 16:00:00Z;8,505754;0;2
2025-01-03 17:00:00Z;8,511003;0;2
2025-01-03 18:00:00Z;8,515251;0;2
2025-01-03 19:00:00Z;8,515626;0;2
2025-01-03 20:00:00Z;8,518251;0;2
2025-01-03 21:00:00Z;8,516253;0;2
2025-01-03 22:00:00Z;8,509255;0;2
2025-01-03 23:00:00Z;8,503128;0;2
2025-01-04 00:00:00Z;8,498252;0;2
2025-01-04 01:00:00Z;8,494379;0;2
2025-01-04 02:00:00Z;8,486387;0;2
2025-01-04 03:00:00Z;8,474513;0;2
2025-01-04 04:00:00Z;8,465257;0;2
2025-01-04 05:00:00Z;8,457757;0;2
2025-01-04 06:00:00Z;8,449257;0;2
2025-01-04 07:00:00Z;8,442254;0;2
2025-01-04 08:00:00Z;8,437252;0;2
2025-01-04 09:00:00Z;8,434876;0;2
2025-01-04 10:00:00Z;8,437876;0;2
2025-01-04 11:00:00Z;8,44025;0;2
2025-01-04 12:00:00Z;8,43875;0;2
2025-01-04 13:00:00Z;8,44075;0;2
2025-01-04 14:00:00Z;8,442;0;2
2025-01-04 15:00:00Z;8,443125;0;2
2025-01-04 16:00:00Z;8,445126;0;2
2025-01-04 17:00:00Z;8,448126;0;2
2025-01-04 18:00:00Z;8,451876;0;2
2025-01-04 19:00:00Z;8,45475;0;2
2025-01-04 20:00:00Z;8,455875;0;2
2025-01-04 21:00:00Z;8,456;0;2
2025-01-04 22:00:00Z;8,456;0;2
2025-01-04 23:00:00Z;8,450129;0;0
2025-01-05 00:00:00Z;8,445251;0;2
2025-01-05 01:00:00Z;8,442376;0;2
2025-01-05 02:00:00Z;8,441501;0;2
2025-01-05 03:00:00Z;8,438251;0;2
2025-01-05 04:00:00Z;8,436375;0;2
2025-01-05 05:00:00Z;8,436875;0;2
2025-01-05 06:00:00Z;8,437125;0;2
2025-01-05 07:00:00Z;8,437875;0;2
2025-01-05 08:00:00Z;8,4385;0;2
2025-01-05 09:00:00Z;8,441501;0;2
2025-01-05 10:00:00Z;8,441875;0;2
2025-01-05 11:00:00Z;8,44075;0;2
2025-01-05 12:00:00Z;8,4385;0;2
2025-01-05 13:00:00Z;8,43875;0;2
2025-01-05 14:00:00Z;8,438125;0;2
2025-01-05 15:00:00Z;8,437501;0;2
2025-01-05 16:00:00Z;8,434126;0;2
2025-01-05 17:00:00Z;8,431376;0;2
2025-01-05 18:00:00Z;8,431;0;2
2025-01-05 19:00:00Z;8,429754;0;2
2025-01-05 20:00:00Z;8,421383;0;2
2025-01-05 21:00:00Z;8,413632;0;2
2025-01-05 22:00:00Z;8,402532;0;2
2025-01-05 23:00:00Z;8,381566;0;2
2025-01-06 00:00:00Z;8,355956;0;2
2025-01-06 01:00:00Z;8,328115;0;2
2025-01-06 02:00:00Z;8,294873;0;2
2025-01-06 03:00:00Z;8,265347;0;2
2025-01-06 04:00:00Z;8,237969;0;2
2025-01-06 05:00:00Z;8,212057;0;2
2025-01-06 06:00:00Z;8,199259;0;2
2025-01-06 07:00:00Z;8,197002;0;2
2025-01-06 08:00:00Z;8,20213;0;2
2025-01-06 09:00:00Z;8,208629;0;2
2025-01-06 10:00:00Z;8,212002;0;2
2025-01-06 11:00:00Z;8,208629;0;2
2025-01-06 12:00:00Z;8,202752;0;2
2025-01-06 13:00:00Z;8,19828;0;2
2025-01-06 14:00:00Z;8,179665;0;2
2025-01-06 15:00:00Z;8,167767;0;2
2025-01-06 16:00:00Z;8,156762;0;2
2025-01-06 17:00:00Z;8,149261;0;2
2025-01-06 18:00:00Z;8,139758;0;2
2025-01-06 19:00:00Z;8,136906;0;2
2025-01-06 20:00:00Z;8,122549;0;2
2025-01-06 21:00:00Z;8,132181;0;2
2025-01-06 22:00:00Z;8,114298;0;2
2025-01-06 23:00:00Z;8,106764;0;2
2025-01-07 00:00:00Z;8,113535;0;2
2025-01-07 01:00:00Z;8,101295;0;2
2025-01-07 02:00:00Z;8,113024;0;2
2025-01-07 03:00:00Z;8,111258;0;2
2025-01-07 04:00:00Z;8,102262;0;2
2025-01-07 05:00:00Z;8,095004;0;2
2025-01-07 06:00:00Z;8,093625;0;2
2025-01-07 07:00:00Z;8,091375;0;2
2025-01-07 08:00:00Z;8,091375;0;2
2025-01-07 09:00:00Z;8,094378;0;2
2025-01-07 10:00:00Z;8,100257;0;2
2025-01-07 11:00:00Z;8,108008;0;2
2025-01-07 12:00:00Z;8,115757;0;2
2025-01-07 13:00:00Z;8,121879;0;2
2025-01-07 14:00:00Z;8,127129;0;2
2025-01-07 15:00:00Z;8,133005;0;2
2025-01-07 16:00:00Z;8,139256;0;2
2025-01-07 17:00:00Z;8,146379;0;2
2025-01-07 18:00:00Z;8,150126;0;2
2025-01-07 19:00:00Z;8,153626;0;2
2025-01-07 20:00:00Z;8,155;0;2
2025-01-07 21:00:00Z;8,156;0;2
2025-01-07 22:00:00Z;8,156875;0;2
